Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Dementium II	DS	2010	Shooter	SouthPeak Games	0.09	0.01	0	0.01	0.11
Sniper Elite	Wii	2010	Shooter	Reef Entertainment	0.07	0.02	0	0.01	0.11
Tom Clancys Ghost Recon: Predator	PSP	2010	Shooter	Ubisoft	0.07	0.02	0	0.02	0.1
Attack of the Movies 3D	Wii	2010	Shooter	Majesco Entertainment	0.09	0	0	0.01	0.1
NERF N-Strike: Double Blast Bundle	Wii	2010	Shooter	Electronic Arts	0.09	0	0	0	0.09
Quantum Theory	X360	2010	Shooter	Tecmo Koei	0.06	0.02	0	0.01	0.09
Gunblade NY & L.A. Machineguns Arcade Hits Pack	Wii	2010	Shooter	Sega	0.06	0.01	0	0.01	0.07
Kane & Lynch 2: Dog Days	PC	2010	Shooter	Square Enix	0	0.06	0	0.01	0.07
James Bond 007: Blood Stone	DS	2010	Shooter	Activision	0.05	0.01	0	0	0.06
Call of Duty: The War Collection	X360	2010	Shooter	Activision	0.05	0	0	0	0.06
Pheasants Forever Wingshooter	Wii	2010	Shooter	Unknown	0.03	0.02	0	0	0.06
Syphon Filter: Logans Shadow	PS2	2010	Shooter	Sony Computer Entertainment	0.03	0.02	0	0.01	0.06
Front Mission Evolved	PC	2010	Shooter	Square Enix	0.05	0	0	0	0.05
DoDonPachi Resurrection	X360	2010	Shooter	Rising Star Games	0	0.04	0	0.01	0.05
MorphX	X360	2010	Shooter	505 Games	0.05	0	0	0	0.05
Singularity	PC	2010	Shooter	Mastertronic	0	0.04	0	0.01	0.05
Rock of the Dead	PS3	2010	Shooter	Conspiracy Entertainment	0.04	0	0	0.01	0.05
Rock of the Dead	X360	2010	Shooter	Conspiracy Entertainment	0.04	0	0	0	0.05
Attack of the Movies 3D	X360	2010	Shooter	Majesco Entertainment	0.04	0	0	0	0.04
Espgaluda II Black Label	X360	2010	Shooter	Cave	0	0	0.04	0	0.04
Greg Hastings Paintball 2	PS3	2010	Shooter	Majesco Entertainment	0.03	0	0	0	0.04
Marines: Modern Urban Combat	Wii	2010	Shooter	O-Games	0.03	0	0	0	0.03
DeathSmiles II	X360	2010	Shooter	Cave	0	0	0.03	0	0.03
Lost Planet 2	PC	2010	Shooter	Capcom	0	0.02	0	0	0.03
Serious Sam HD: Gold Edition	PC	2010	Shooter	Devolver Digital	0	0.02	0	0	0.02
Ketsui: Kizuna Jigoku Tachi Extra	X360	2010	Shooter	5p	0	0	0.02	0	0.02
James Bond 007: Blood Stone	PC	2010	Shooter	Activision	0.02	0	0	0	0.02
Wild West Shootout	Wii	2010	Shooter	Unknown	0.01	0.01	0	0	0.02
Burn Zombie Burn!	PC	2010	Shooter	P2 Games	0	0.01	0	0	0.01
The Ball	PC	2010	Shooter	Iceberg Interactive	0	0.01	0	0	0.01
Radirgy Noa Wii	Wii	2010	Shooter	Milestone	0	0	0.01	0	0.01
The Sims 3	X360	2010	Simulation	Electronic Arts	1.27	0.81	0	0.2	2.28
The Sims 3	PS3	2010	Simulation	Electronic Arts	0.73	0.89	0.02	0.3	1.94
The Sims 3: Late Night Expansion Pack	PC	2010	Simulation	Electronic Arts	0.59	0.87	0	0.23	1.7
Kinectimals	X360	2010	Simulation	Microsoft Game Studios	1.02	0.46	0	0.13	1.62
The Sims 3	Wii	2010	Simulation	Electronic Arts	0.58	0.69	0	0.14	1.42
ZhuZhu Pets	DS	2010	Simulation	Activision	0.67	0.27	0	0.09	1.03
The Sims 3	DS	2010	Simulation	Electronic Arts	0.38	0.22	0	0.06	0.67
The Sims 3: High-End Loft Stuff	PC	2010	Simulation	Electronic Arts	0.01	0.54	0	0.11	0.67
Crafting Mama	DS	2010	Simulation	505 Games	0.39	0.19	0.01	0.05	0.65
Harvest Moon: The Tale of Two Towns	DS	2010	Simulation	Natsume	0.26	0.05	0.22	0.03	0.56
ZhuZhu Pets 2: Featuring The Wild Bunch	DS	2010	Simulation	Activision	0.4	0.1	0	0.04	0.55
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team	DS	2010	Simulation	Electronic Arts	0.49	0	0	0.03	0.52
Babysitting Mama	Wii	2010	Simulation	505 Games	0.33	0.12	0	0.04	0.49
The Sims 3: Ambitions	PC	2010	Simulation	Electronic Arts	0	0.29	0	0.17	0.46
Tongari Boushi to Mahou no Otana	DS	2010	Simulation	Konami Digital Entertainment	0	0	0.44	0	0.44
ZhuZhu Pets: Featuring The Wild Bunch	Wii	2010	Simulation	Activision	0.3	0.03	0	0.03	0.36
DanceDanceRevolution	Wii	2010	Simulation	Konami Digital Entertainment	0.28	0.04	0	0.02	0.34
Harvest Moon: The Tale of Two Towns	3DS	2010	Simulation	Natsume	0.28	0	0	0.02	0.3
Ace Combat: Joint Assault	PSP	2010	Simulation	Namco Bandai Games	0.06	0.05	0.15	0.03	0.29
EyePet	PSP	2010	Simulation	Sony Computer Entertainment	0.02	0.17	0	0.09	0.27
A.C.E.: Another Centurys Episode R	PS3	2010	Simulation	Namco Bandai Games	0	0	0.26	0	0.26
Americas Test Kitchen: Lets Get Cooking	DS	2010	Simulation	Nintendo	0.25	0	0	0.02	0.26
Silent Hunter 5: Battle of the Atlantic	PC	2010	Simulation	Ubisoft	0	0.21	0	0.05	0.25
Project Runway	Wii	2010	Simulation	Atari	0.23	0	0	0.02	0.25
Love Plus +	DS	2010	Simulation	Konami Digital Entertainment	0	0	0.23	0	0.23
DarkStar One: Broken Alliance	X360	2010	Simulation	Kalypso Media	0.11	0.07	0	0.02	0.2
Apache: Air Assault	PS3	2010	Simulation	Activision	0.11	0.06	0	0.03	0.2
Farmtopia	DS	2010	Simulation	505 Games	0.18	0	0	0.01	0.19
DanceDanceRevolution	PS3	2010	Simulation	Konami Digital Entertainment	0.12	0.05	0	0.02	0.19
Trauma Team	Wii	2010	Simulation	Atlus	0.14	0	0.02	0.01	0.17
Naval Assault: The Killing Tide	X360	2010	Simulation	505 Games	0.08	0.07	0	0.02	0.17
Apache: Air Assault	X360	2010	Simulation	Activision	0.12	0.03	0	0.01	0.16
My Baby 3 & Friends	DS	2010	Simulation	Majesco Entertainment	0.12	0.02	0	0.01	0.15
Scripps Spelling Bee	DS	2010	Simulation	THQ	0.14	0	0	0.01	0.15
Fast Food Panic	DS	2010	Simulation	Nobilis	0.13	0	0	0.01	0.14
Imagine: Fashion Stylist	DS	2010	Simulation	Ubisoft	0.13	0	0	0.01	0.13
Lovely Lisa and Friends	DS	2010	Simulation	Tomy Corporation	0.12	0	0	0.01	0.13
Farming Simulator 2011	PC	2010	Simulation	Focus Home Interactive	0	0.13	0	0	0.13
Petz Fantasy: Moonlight Magic	DS	2010	Simulation	Ubisoft	0.11	0	0	0.01	0.12
Lets Play Garden	DS	2010	Simulation	Deep Silver	0.1	0	0	0.01	0.11
Machi-Ing Maker 3 x Tousouchuu	PSP	2010	Simulation	D3Publisher	0	0	0.1	0	0.1
Imagine: Reporter	DS	2010	Simulation	Ubisoft	0.08	0.01	0	0.01	0.09
I Love Puppies	DS	2010	Simulation	Destineer	0.09	0	0	0.01	0.09
Busy Scissors	Wii	2010	Simulation	Little Orbit	0.08	0	0	0.01	0.09
The Sims 3: Fast Lane Stuff	PC	2010	Simulation	Electronic Arts	0.01	0.05	0	0.02	0.08
Emergency 2012	PC	2010	Simulation	Deep Silver	0.02	0.05	0	0.01	0.08
Petz Fantasy: Sunshine Magic	DS	2010	Simulation	Ubisoft	0.07	0	0	0.01	0.08
Lets Paint	Wii	2010	Simulation	Zoo Games	0.07	0	0	0	0.07
Pizza Delivery Boy	Wii	2010	Simulation	Majesco Entertainment	0.06	0	0	0	0.07
Western Riding Academy	DS	2010	Simulation	Destineer	0.06	0	0	0	0.06
My Pet Chimp	DS	2010	Simulation	505 Games	0.06	0	0	0	0.06
Dreamer Series: Zoo Keeper	DS	2010	Simulation	DreamCatcher Interactive	0.06	0	0	0	0.06
Busy Scissors	DS	2010	Simulation	Little Orbit	0.06	0	0	0	0.06
Dream C Club Portable	PSP	2010	Simulation	D3Publisher	0	0	0.06	0	0.06
Virtual Villagers: A New Home	DS	2010	Simulation	PQube	0.04	0.01	0	0	0.05
Animal Planet: Vet Collection	DS	2010	Simulation	Activision	0.05	0	0	0	0.05
Imagine Animal Doctor Care Center	DS	2010	Simulation	Ubisoft	0.05	0	0	0	0.05
Pet Pals: New Leash on Life	DS	2010	Simulation	Destineer	0.05	0	0	0	0.05
Ship Simulator Extremes	PC	2010	Simulation	Paradox Interactive	0	0.04	0	0.01	0.05
Sushi Go-Round	Wii	2010	Simulation	Asylum Entertainment	0.04	0	0	0	0.05
Sushi Go-Round	DS	2010	Simulation	Asylum Entertainment	0.04	0	0	0	0.04
Paws & Claws: Regal Resort	DS	2010	Simulation	THQ	0.04	0	0	0	0.04
Janes Hotel	DS	2010	Simulation	Unknown	0.03	0	0	0	0.04
Yumeiro Patissiere: My Sweets Cooking	DS	2010	Simulation	Konami Digital Entertainment	0	0	0.03	0	0.03
Apache: Air Assault	PC	2010	Simulation	Just Flight	0	0.03	0	0	0.03
Sea Park Tycoon	DS	2010	Simulation	Foreign Media Games	0.02	0.01	0	0	0.03
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!	DS	2010	Simulation	Konami Digital Entertainment	0	0	0.03	0	0.03
Armored Core: Last Raven Portable	PSP	2010	Simulation	From Software	0	0	0.03	0	0.03
Girls Only	DS	2010	Simulation	Foreign Media Games	0.03	0	0	0	0.03
UK Truck Simulator	PC	2010	Simulation	Unknown	0	0.03	0	0	0.03
Imagine: Sweet 16	DS	2010	Simulation	Ubisoft	0.02	0	0	0	0.03
Petz: Catz Playground	DS	2010	Simulation	Ubisoft	0.02	0	0	0	0.03
Lets Play Garden	Wii	2010	Simulation	Deep Silver	0.02	0	0	0	0.02
Cities XL 2011	PC	2010	Simulation	Focus Home Interactive	0	0.02	0	0	0.02
Lets Play Flight Attendant	DS	2010	Simulation	Deep Silver	0.02	0	0	0	0.02
Livly Garden	DS	2010	Simulation	Marvelous Interactive	0	0	0.02	0	0.02
Kawaii Koinu DS 3	DS	2010	Simulation	MTO	0	0	0.02	0	0.02
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen	DS	2010	Simulation	Square Enix	0	0	0.02	0	0.02
Emergency 2012	DS	2010	Simulation	Rondomedia	0	0.01	0	0	0.02
I Love Horses: Riders Paradise	Wii	2010	Simulation	Destineer	0.01	0	0	0	0.02
Rise of Flight: Iron Cross Edition	PC	2010	Simulation	Aerosoft	0.01	0	0	0	0.01
Pet Shop Monogatari DS 2	DS	2010	Simulation	Taito	0	0	0.01	0	0.01
Minna no Conveni	DS	2010	Simulation	Taito	0	0	0.01	0	0.01
The Conveni Portable	PSP	2010	Simulation	Hamster Corporation	0	0	0.01	0	0.01
Wedding Planner: Dream Weddings Guaranteed	DS	2010	Simulation	DTP Entertainment	0	0.01	0	0	0.01
Florist Shop	DS	2010	Simulation	UFO Interactive	0.01	0	0	0	0.01
Nursery Mania	DS	2010	Simulation	Zoo Games	0.01	0	0	0	0.01
RailWorks 2: Train Simulator	PC	2010	Simulation	RailSimulator.com	0	0.01	0	0	0.01
Dawn of Discovery: Venice	PC	2010	Simulation	Ubisoft	0	0	0	0	0.01
Zumba Fitness	Wii	2010	Sports	505 Games	3.46	2.6	0	0.66	6.72
Kinect Sports	X360	2010	Sports	Microsoft Game Studios	3.92	1.73	0.03	0.51	6.19
FIFA Soccer 11	PS3	2010	Sports	Electronic Arts	0.61	3.28	0.06	1.12	5.07
Sports Champions	PS3	2010	Sports	Sony Computer Entertainment	2.13	1.12	0.1	0.5	3.85
FIFA Soccer 11	X360	2010	Sports	Electronic Arts	0.71	2.39	0.02	0.4	3.52
Madden NFL 11	X360	2010	Sports	Electronic Arts	2.38	0.12	0	0.18	2.69
Skate 3	X360	2010	Sports	Electronic Arts	1.47	0.95	0	0.24	2.66
pro evolution soccer 2011	PS3	2010	Sports	Konami Digital Entertainment	0.29	1.17	0.54	0.41	2.41
Madden NFL 11	PS3	2010	Sports	Electronic Arts	2.05	0.15	0	0.2	2.39
Zumba Fitness	X360	2010	Sports	505 Games	1.74	0.45	0	0.18	2.37
Mario Sports Mix	Wii	2010	Sports	Nintendo	0.88	0.44	0.63	0.12	2.08
Skate 3	PS3	2010	Sports	Electronic Arts	0.79	0.89	0	0.32	1.99
Your Shape: Fitness Evolved	X360	2010	Sports	Ubisoft	0.79	0.41	0	0.11	1.32
EA Sports Active 2	Wii	2010	Sports	Electronic Arts	0.76	0.39	0	0.11	1.26
Football Manager 2011	PC	2010	Sports	Sega	0	1.01	0	0.25	1.26
2010 FIFA World Cup South Africa	PS3	2010	Sports	Electronic Arts	0.3	0.64	0.07	0.22	1.23
FIFA Soccer 11	PSP	2010	Sports	Electronic Arts	0.13	0.69	0.01	0.36	1.2
FIFA Soccer 11	Wii	2010	Sports	Electronic Arts	0.26	0.69	0	0.12	1.07
Club Penguin: Game Day!	Wii	2010	Sports	Disney Interactive Studios	0.55	0.32	0	0.08	0.95
NCAA Football 11	X360	2010	Sports	Electronic Arts	0.86	0	0	0.06	0.92
EA Sports Active 2	PS3	2010	Sports	Electronic Arts	0.53	0.27	0	0.12	0.92
Nickelodeon Fit	Wii	2010	Sports	Take-Two Interactive	0.76	0.09	0	0.06	0.91
The Biggest Loser: Ultimate Workout	X360	2010	Sports	THQ	0.73	0.1	0	0.06	0.89
2010 FIFA World Cup South Africa	X360	2010	Sports	Electronic Arts	0.32	0.42	0.02	0.09	0.85
Golds Gym: Dance Workout	Wii	2010	Sports	Ubisoft	0.69	0.1	0	0.06	0.85
NCAA Football 11	PS3	2010	Sports	Electronic Arts	0.79	0	0	0.06	0.85
Tiger Woods PGA Tour 11	PS3	2010	Sports	Electronic Arts	0.37	0.33	0	0.13	0.83
EA Sports Active NFL Training Camp	Wii	2010	Sports	Electronic Arts	0.75	0	0	0.05	0.8
pro evolution soccer 2011	PSP	2010	Sports	Konami Digital Entertainment	0.05	0.3	0.29	0.16	0.79
FIFA Soccer 11	PS2	2010	Sports	Electronic Arts	0.11	0.29	0	0.36	0.76
NHL 11	X360	2010	Sports	Electronic Arts	0.61	0.07	0	0.05	0.73
Madden NFL 11	Wii	2010	Sports	Electronic Arts	0.68	0	0	0.04	0.73
MLB 10: The Show	PS3	2010	Sports	Sony Computer Entertainment	0.67	0	0	0.06	0.73
FIFA Soccer 11	DS	2010	Sports	Electronic Arts	0.13	0.49	0	0.08	0.7
MotionSports	X360	2010	Sports	Ubisoft	0.38	0.25	0	0.06	0.69
The Biggest Loser: Challenge	Wii	2010	Sports	THQ	0.48	0.12	0	0.05	0.65
pro evolution soccer 2011	X360	2010	Sports	Konami Digital Entertainment	0.09	0.44	0	0.07	0.61
Cabelas Monster Buck Hunter	Wii	2010	Sports	Activision	0.57	0	0	0.03	0.61
NHL 11	PS3	2010	Sports	Electronic Arts	0.4	0.12	0	0.07	0.59
Cabelas Dangerous Hunts 2011	Wii	2010	Sports	Activision	0.53	0.02	0	0.04	0.58
Zumba Fitness	PS3	2010	Sports	505 Games	0.28	0.21	0	0.08	0.57
Tony Hawk: Shred	Wii	2010	Sports	Activision	0.4	0.11	0	0.04	0.55
Tiger Woods PGA Tour 11	Wii	2010	Sports	Electronic Arts	0.23	0.25	0	0.06	0.54
Tiger Woods PGA Tour 11	X360	2010	Sports	Electronic Arts	0.28	0.19	0	0.05	0.52
Major League Baseball 2K10	X360	2010	Sports	Take-Two Interactive	0.47	0	0	0.04	0.51
Madden NFL 11	PS2	2010	Sports	Electronic Arts	0.41	0.02	0	0.07	0.5
2010 FIFA World Cup South Africa	PSP	2010	Sports	Electronic Arts	0.09	0.22	0.03	0.12	0.47
Brunswick Pro Bowling	X360	2010	Sports	505 Games	0.38	0.04	0	0.03	0.44
Walk it Out!	Wii	2010	Sports	Konami Digital Entertainment	0.35	0.05	0	0.03	0.44
Deer Drive	DS	2010	Sports	Mastiff	0.4	0	0	0.02	0.43
2010 FIFA World Cup South Africa	Wii	2010	Sports	Electronic Arts	0.23	0.15	0.01	0.04	0.42
NHL Slapshot	Wii	2010	Sports	Electronic Arts	0.39	0	0	0.02	0.42
pro evolution soccer 2011	PS2	2010	Sports	Konami Digital Entertainment	0.04	0.21	0.05	0.11	0.41
MLB 10: The Show	PS2	2010	Sports	Sony Computer Entertainment	0.2	0.16	0	0.05	0.41
Football Manager Handheld 2011	PSP	2010	Sports	Sega	0	0.27	0	0.14	0.41
NBA Jam	Wii	2010	Sports	Electronic Arts	0.36	0.02	0	0.02	0.4
Rapala Pro Bass Fishing 2010	X360	2010	Sports	Activision	0.32	0.05	0	0.03	0.4
NBA Jam	PS3	2010	Sports	Electronic Arts	0.22	0.12	0	0.06	0.4
NBA Jam	X360	2010	Sports	Electronic Arts	0.27	0.09	0	0.03	0.39
EA Sports Active 2	X360	2010	Sports	Electronic Arts	0.18	0.16	0	0.04	0.39
Madden NFL 11	PSP	2010	Sports	Electronic Arts	0.35	0	0	0.03	0.38
NCAA Football 11	PS2	2010	Sports	Electronic Arts	0.19	0.15	0	0.05	0.38
Get Fit with Mel 	PS3	2010	Sports	Black Bean Games	0.15	0.16	0	0.07	0.38
Racquet Sports	PS3	2010	Sports	Ubisoft	0.11	0.17	0	0.06	0.34
Vancouver 2010 - The Official Video Game of the Olympic Winter Games	PS3	2010	Sports	Sega	0.09	0.19	0	0.07	0.34
Cabelas Dangerous Hunts 2011	PS3	2010	Sports	Activision	0.26	0.04	0	0.03	0.33
DECA Sports Freedom	X360	2010	Sports	Hudson Soft	0.27	0.04	0	0.02	0.33
Cabelas Dangerous Hunts 2011	X360	2010	Sports	Activision	0.28	0.01	0	0.02	0.32
Rapala Pro Bass Fishing 2010	Wii	2010	Sports	Activision	0.22	0.05	0	0.03	0.3
ExerBeat	Wii	2010	Sports	Namco Bandai Games	0.1	0.16	0	0.03	0.29
Tony Hawk: Shred	PS3	2010	Sports	Activision	0.18	0.06	0	0.04	0.28
Remington Super Slam Hunting: Africa	Wii	2010	Sports	Mastiff	0.25	0	0	0.02	0.27
Rapala Pro Bass Fishing 2010	PS3	2010	Sports	Activision	0.18	0.05	0	0.03	0.27
NHL 2K11	Wii	2010	Sports	Take-Two Interactive	0.23	0.02	0	0.02	0.27
Jikkyou Powerful Pro Yakyuu 2010	PS3	2010	Sports	Konami Digital Entertainment	0	0	0.27	0	0.27
Major League Baseball 2K10	Wii	2010	Sports	Take-Two Interactive	0.24	0	0	0.02	0.26
Tony Hawk: Shred	X360	2010	Sports	Activision	0.17	0.06	0	0.02	0.26
Racquet Sports	Wii	2010	Sports	Ubisoft	0.13	0.09	0	0.02	0.24
Pro Yaky? Spirits 2010	PSP	2010	Sports	Konami Digital Entertainment	0	0	0.24	0	0.24
Pure Futbol	PS3	2010	Sports	Ubisoft	0.06	0.13	0	0.04	0.24
Big Beach Sports 2	Wii	2010	Sports	THQ	0.09	0.12	0	0.02	0.23
Major League Baseball 2K10	PS2	2010	Sports	Take-Two Interactive	0.11	0.09	0	0.03	0.23
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen	PS3	2010	Sports	Konami Digital Entertainment	0	0	0.23	0	0.23
Bass Pro Shops: The Hunt	Wii	2010	Sports	XS Games	0.21	0	0	0.01	0.23
Deca Sports 3	Wii	2010	Sports	Hudson Soft	0.14	0.07	0	0.02	0.23
Vancouver 2010 - The Official Video Game of the Olympic Winter Games	X360	2010	Sports	Sega	0.08	0.12	0	0.02	0.23
Family Party: 30 Great Games Winter Fun	Wii	2010	Sports	D3Publisher	0.21	0	0	0.01	0.22
pro evolution soccer 2011	Wii	2010	Sports	Konami Digital Entertainment	0.07	0.1	0.03	0.02	0.22
Hot Shots Tennis: Get a Grip	PSP	2010	Sports	Sony Computer Entertainment	0.07	0	0.13	0.01	0.22
MLB 10: The Show	PSP	2010	Sports	Sony Computer Entertainment	0.19	0	0	0.02	0.21
Pro Yaky? Spirits 2010	PS3	2010	Sports	Konami Digital Entertainment	0	0	0.21	0	0.21
Cabelas North American Adventures	Wii	2010	Sports	Activision	0.19	0	0	0.01	0.2
Jikkyou Powerful Pro Yakyuu 2010	PSP	2010	Sports	Konami Digital Entertainment	0	0	0.2	0	0.2
Shaun White Skateboarding	PS3	2010	Sports	Ubisoft	0.12	0.05	0	0.03	0.19
International Cricket 2010	PS3	2010	Sports	Codemasters	0	0.15	0	0.04	0.19
Mathews Bowhunting	Wii	2010	Sports	Zoo Games	0.18	0	0	0.01	0.19
Major League Baseball 2K10	PS3	2010	Sports	Take-Two Interactive	0.17	0	0	0.01	0.19
Remington Super Slam Hunting: North America	Wii	2010	Sports	Mastiff	0.17	0	0	0.01	0.18
Brunswick Pro Bowling	PS3	2010	Sports	505 Games	0.1	0.05	0	0.02	0.18
Pure Futbol	X360	2010	Sports	Ubisoft	0.08	0.08	0	0.02	0.18
FIFA Soccer 11	PC	2010	Sports	Electronic Arts	0	0.14	0	0.04	0.18
Shaun White Skateboarding	Wii	2010	Sports	Ubisoft	0.13	0.03	0	0.01	0.18
Backyard Sports Football: Rookie Rush	DS	2010	Sports	Atari	0.16	0	0	0.01	0.17
Jillian Michaels Fitness Ultimatum 2011	Wii	2010	Sports	D3Publisher	0.16	0	0	0.01	0.17
Brunswick Cosmic Bowling	Wii	2010	Sports	GameMill Entertainment	0.16	0	0	0.01	0.17
Shawn Johnson Gymnastics	Wii	2010	Sports	Zoo Games	0.16	0	0	0.01	0.17
Shaun White Skateboarding	X360	2010	Sports	Ubisoft	0.1	0.05	0	0.01	0.16
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen	PSP	2010	Sports	Konami Digital Entertainment	0	0	0.16	0	0.16
Family Party: Fitness Fun	Wii	2010	Sports	D3Publisher	0.14	0	0	0.01	0.15
Major League Baseball 2K10	DS	2010	Sports	Take-Two Interactive	0.14	0	0	0.01	0.15
High Velocity Bowling	PS3	2010	Sports	Sony Computer Entertainment	0.13	0	0	0.01	0.15
Backyard Sports: Sandlot Sluggers	Wii	2010	Sports	Atari	0.14	0	0	0.01	0.15
Active Life Explorer	Wii	2010	Sports	Namco Bandai Games	0.14	0	0	0.01	0.15
Backyard Sports: Sandlot Sluggers	DS	2010	Sports	Atari	0.13	0	0	0.01	0.14
Lets Play Ballerina	DS	2010	Sports	Deep Silver	0.13	0	0	0.01	0.13
International Cricket 2010	X360	2010	Sports	Codemasters	0	0.12	0	0.02	0.13
Soccer Tsuku DS: World Challenge 2010	DS	2010	Sports	Sega	0	0	0.13	0	0.13
Power Pro Kun Pocket 13	DS	2010	Sports	Konami Digital Entertainment	0	0	0.13	0	0.13
Cabelas Dangerous Hunts 2011	DS	2010	Sports	Activision	0.11	0	0	0.01	0.12
Deadliest Catch: Sea of Chaos	Wii	2010	Sports	Crave Entertainment	0.11	0	0	0.01	0.12
Backyard Sports Football: Rookie Rush	Wii	2010	Sports	Atari	0.11	0	0	0.01	0.12
Backyard Sports Football: Rookie Rush	X360	2010	Sports	Atari	0.11	0	0	0.01	0.12
Cabelas North American Adventures	PS3	2010	Sports	Activision	0.11	0	0	0.01	0.12
John Dalys ProStroke Golf	PS3	2010	Sports	O-Games	0.09	0.01	0	0.01	0.11
PDC World Championship Darts: Pro Tour	Wii	2010	Sports	O-Games	0	0.09	0	0.01	0.11
Cabelas North American Adventures	X360	2010	Sports	Activision	0.1	0	0	0.01	0.11
Cabelas North American Adventures	PSP	2010	Sports	Activision	0.09	0	0	0.01	0.11
Pro Yaky? Spirits 2010	PS2	2010	Sports	Konami Digital Entertainment	0	0	0.1	0	0.1
PDC World Championship Darts: Pro Tour	PS3	2010	Sports	O-Games	0	0.08	0	0.02	0.1
Dancing on Ice	Wii	2010	Sports	Ghostlight	0	0.09	0	0.01	0.1
Little League World Series Baseball 2010	X360	2010	Sports	Activision	0.09	0	0	0.01	0.1
Rapala Pro Bass Fishing 2010	DS	2010	Sports	Activision	0.09	0	0	0.01	0.1
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition	DS	2010	Sports	Konami Digital Entertainment	0	0	0.1	0	0.1
Field & Stream: Total Outdoorsman Challenge	X360	2010	Sports	505 Games	0.09	0	0	0.01	0.09
Backyard Sports: Sandlot Sluggers	X360	2010	Sports	Atari	0.09	0	0	0.01	0.09
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen	PS2	2010	Sports	Konami Digital Entertainment	0	0	0.09	0	0.09
Bass Pro Shops: The Hunt	X360	2010	Sports	Griffin International	0.08	0	0	0.01	0.09
Deadliest Catch: Sea of Chaos	X360	2010	Sports	Crave Entertainment	0.08	0	0	0.01	0.09
Deadliest Catch: Sea of Chaos	PS3	2010	Sports	Crave Entertainment	0.08	0	0	0.01	0.08
101-in-1 Sports Megamix	DS	2010	Sports	Nordcurrent	0.08	0	0	0.01	0.08
Get Fit with Mel 	Wii	2010	Sports	Black Bean Games	0.03	0.04	0	0.01	0.08
Little League World Series Baseball 2010	PS3	2010	Sports	Activision	0.07	0	0	0.01	0.08
Sports Collection	DS	2010	Sports	Ubisoft	0.06	0.01	0	0.01	0.08
Captain Tsubasa: New Kick Off	DS	2010	Sports	Konami Digital Entertainment	0	0.02	0.06	0	0.08
Cabelas North American Adventures	PS2	2010	Sports	Activision	0.04	0.03	0	0.01	0.08
Little League World Series Baseball: Double Play	Wii	2010	Sports	Activision	0.07	0	0	0.01	0.08
Get Fit with Mel 	X360	2010	Sports	Black Bean Games	0	0.06	0	0.01	0.08
Rapala Pro Bass Fishing 2010	PSP	2010	Sports	Activision	0.07	0	0	0.01	0.08
Rapala Pro Bass Fishing 2010	PS2	2010	Sports	Activision	0.04	0.03	0	0.01	0.08
Pro Yakyuu Famista DS 2010	DS	2010	Sports	Namco Bandai Games	0	0	0.08	0	0.08
10 Minute Solution	Wii	2010	Sports	Activision	0.06	0.01	0	0.01	0.08
Little League World Series Baseball: Double Play	DS	2010	Sports	Activision	0.07	0	0	0.01	0.07
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen	Wii	2010	Sports	Konami Digital Entertainment	0	0	0.07	0	0.07
Rugby League 3	Wii	2010	Sports	Alternative Software	0	0.06	0	0.01	0.07
Major League Baseball 2K10	PSP	2010	Sports	Take-Two Interactive	0.06	0	0	0.01	0.07
Mario Tennis	Wii	2010	Sports	Nintendo	0	0.06	0	0.01	0.07
Basketball Hall of Fame Ultimate Hoops Challenge	Wii	2010	Sports	Zoo Games	0.06	0	0	0	0.07
Winning Post 7 2010	PS3	2010	Sports	Tecmo Koei	0	0	0.07	0	0.07
Family Trainer: Treasure Adventure	Wii	2010	Sports	Namco Bandai Games	0	0.05	0	0.01	0.06
Power Pro Success Legends	PSP	2010	Sports	Konami Digital Entertainment	0	0	0.06	0	0.06
pro evolution soccer 2011	PC	2010	Sports	Konami Digital Entertainment	0	0.05	0	0.01	0.06
Kid Fit Island Resort	Wii	2010	Sports	Avanquest	0.05	0	0	0	0.05
Sled Shred featuring the Jamaican Bobsled Team	Wii	2010	Sports	SouthPeak Games	0.05	0	0	0	0.05
Winning Post 7 2010	PSP	2010	Sports	Tecmo Koei	0	0	0.05	0	0.05
J-League Winning Eleven 2010: Club Championship	PS2	2010	Sports	Konami Digital Entertainment	0	0	0.05	0	0.05
Winter Sports 3: The Great Tournament	Wii	2010	Sports	Tradewest	0.02	0.02	0	0	0.05
Gummy Bears Mini Golf	DS	2010	Sports	Storm City Games	0.04	0	0	0	0.05
River City Soccer Hooligans	DS	2010	Sports	Arc System Works	0.04	0	0.01	0	0.05
Winning Post World 2010	PS3	2010	Sports	Tecmo Koei	0	0	0.04	0	0.04
North American Hunting Extravaganza 2	Wii	2010	Sports	Unknown	0.03	0	0	0	0.04
